op,file,kernel,axis,gemm,loops_over,grid_axis,meaning,extent,cover_needed,notes
transition_bwd_transpose_packed_triton,transition/cute/backward_gatebwd.py,_cdup_interleave_kernel,BN,0,,1,hidden,N (ND = expansion*d_hidden),no,each tile writes 2*BN cols
layernorm_fwd_recompute_foldstats_triton,transition/cute/fused.py,_xn_recompute_kernel,BM,0,,1,token,M (B*L or B*L*L rows),no,only grid axis
layernorm_fwd_recompute_foldstats_triton,transition/cute/fused.py,_xn_recompute_kernel,BK,0,K,0,hidden,K (d_hidden),no,pure elementwise in K; rstd/c1 already reduced
transition_bwd_epilogue_triton,transition/cute/gatebwd_sm100.py,_grad_mul_kernel,BLK,0,,1,flat,N (dA.numel() = M*ND),no,1-D elementwise over flat contiguous buffers
transition_fold_triton,transition/triton/fold.py,_fold_kernel,BLOCK_J,0,,1,hidden,N (ND weight rows),no,tiles weight rows not tokens
transition_fold_triton,transition/triton/fold.py,_fold_kernel,BLOCK_K,0,K,0,hidden,K (d_hidden),no,accumulates exactly across tiles; weights read once
transition_layernorm_expand_swiglu_triton,transition/triton/fused.py,_transition_expand_gate_kernel,BLOCK_M,1,,1,token,M (B*L or B*L*L rows),no,sole grid axis; ND looped in-kernel
transition_layernorm_expand_swiglu_triton,transition/triton/fused.py,_transition_expand_gate_kernel,BLOCK_N,1,ND,0,hidden,ND (expansion*d_hidden),no,in-kernel ND chunk loop
transition_layernorm_expand_swiglu_triton,transition/triton/fused.py,_transition_expand_gate_kernel,BLOCK_K,1,K,0,hidden,K (d_hidden in),yes,compile-time BLOCK_K>=K branch: x read and normalized once
transition_fwd_b2b_triton,transition/triton/fused.py,_transition_b2b_kernel,BLOCK_M,1,,1,token,M (B*L or B*L*L rows),no,grid axis 0
transition_fwd_b2b_triton,transition/triton/fused.py,_transition_b2b_kernel,BLOCK_N,1,ND,1,hidden,ND loop and D grid,no,DUAL ROLE
transition_fwd_b2b_triton,transition/triton/fused.py,_transition_b2b_kernel,BLOCK_K,1,K,0,hidden,K (d_hidden in),yes,compile-time BLOCK_K>=K keeps normalized x in registers
transition_fwd_b2b_ktiled_triton,transition/triton/fused.py,_transition_b2b_ktiled_kernel,BLOCK_M,1,,1,token,M (B*L or B*L*L rows),no,
transition_fwd_b2b_ktiled_triton,transition/triton/fused.py,_transition_b2b_ktiled_kernel,BLOCK_N,1,ND,1,hidden,ND loop and D grid,no,dual role: GEMM-2 contraction chunk and squeeze output tile
transition_fwd_b2b_ktiled_triton,transition/triton/fused.py,_transition_b2b_ktiled_kernel,BLOCK_K,1,K,0,hidden,K (d_hidden in),yes,explicit BLOCK_K>=K branch holds normalized x in regs
transition_bwd_swiglu_recompute_triton,transition/triton/fused.py,_transition_expand_gatebwd_kernel,BLOCK_M,1,,1,token,M (B*L or B*L*L rows),no,grid axis 0
transition_bwd_swiglu_recompute_triton,transition/triton/fused.py,_transition_expand_gatebwd_kernel,BLOCK_N,1,,1,hidden,ND (expansion*d_hidden),no,grid axis 1; ND too wide to cover
transition_bwd_swiglu_recompute_triton,transition/triton/fused.py,_transition_expand_gatebwd_kernel,BLOCK_K,1,K,0,hidden,K (d_hidden in),no,plain accumulating contraction; NO covering branch unlike the forward
layernorm_bwd_privatized_triton,transition/triton/fused.py,_transition_ln_bwd_kernel,BLOCK_M,0,,1,token,M (B*L or B*L*L rows),no,1-D grid; dgamma/dbeta atomics across M-blocks
layernorm_bwd_privatized_triton,transition/triton/fused.py,_transition_ln_bwd_kernel,BLOCK_K,0,K,0,hidden,K (d_hidden),yes,compile-time BLOCK_K>=K single-pass branch
transition_expand_swiglu_triton,transition/triton/main.py,transition_fwd_kernel,BLOCK_M,1,,1,token,M (B*L or B*L*L rows),no,
transition_expand_swiglu_triton,transition/triton/main.py,transition_fwd_kernel,BLOCK_K,1,N,0,hidden,N (d_hidden in),no,contraction despite N symbol
transition_expand_swiglu_triton,transition/triton/main.py,transition_fwd_kernel,BLOCK_N,1,,1,hidden,n*N (expansion*d_hidden),no,expanded output width; grid axis
triangle_attention_fwd_contig_triton,triangle_attention/triton/atomic.py,_attn_fwd,BLOCK_M,1,,0,token,N_CTX (query rows),no,grid axis 0; feeds the EVEN_N fast path
triangle_attention_fwd_contig_triton,triangle_attention/triton/atomic.py,_attn_fwd,BLOCK_N,1,,0,seq,N_CTX (KV blocks),no,flash KV loop; feeds EVEN_N
triangle_attention_fwd_contig_triton,triangle_attention/triton/atomic.py,_attn_fwd,BLOCK_D,1,,0,hidden,HEAD_DIM (head dim),yes,static_assert; fwd launcher does not pin it so the tuner must
triangle_attention_bwd_pre_contig_triton,triangle_attention/triton/atomic.py,_attn_bwd_preprocess,BLOCK_M,0,,0,token,N_CTX (query rows),no,grid axis 0
triangle_attention_bwd_pre_contig_triton,triangle_attention/triton/atomic.py,_attn_bwd_preprocess,BLOCK_D,0,HEAD_DIM,0,hidden,HEAD_DIM (head dim),no,accumulating d-loop; exact for any tile
triangle_attention_bwd_atomic_triton,triangle_attention/triton/atomic.py,_attn_bwd,BLOCK_M,1,,0,token,N_CTX (query rows),no,iterated query loop; dq via tl.atomic_add
triangle_attention_bwd_atomic_triton,triangle_attention/triton/atomic.py,_attn_bwd,BLOCK_N,1,,1,seq,N_CTX (KV blocks),no,grid axis 0; feeds EVEN_N
triangle_attention_bwd_atomic_triton,triangle_attention/triton/atomic.py,_attn_bwd,BLOCK_D,1,,0,hidden,HEAD_DIM (head dim),yes,static_assert; launcher pins next_pow2(D)
triangle_attention_fwd_triton,triangle_attention/triton/main.py,_attn_fwd,BLOCK_M,1,,0,token,N_CTX (query rows within one pair row),no,grid axis 0 = cdiv(L BLOCK_M)
triangle_attention_fwd_triton,triangle_attention/triton/main.py,_attn_fwd,BLOCK_N,1,N_CTX,0,seq,N_CTX (KV blocks),no,flash KV loop with block_ptr advance
triangle_attention_fwd_triton,triangle_attention/triton/main.py,_attn_fwd,BLOCK_D,1,,0,hidden,HEAD_DIM (head dim),yes,tl.static_assert(BLOCK_D >= HEAD_DIM) forces full cover
triangle_attention_bwd_pre_triton,triangle_attention/triton/main.py,_attn_bwd_preprocess,BLOCK_M,0,,0,token,N_CTX (query rows),no,grid axis 0 over strided 5D o/do
triangle_attention_bwd_pre_triton,triangle_attention/triton/main.py,_attn_bwd_preprocess,BLOCK_D,0,HEAD_DIM,0,hidden,HEAD_DIM (head dim),no,accumulating d-loop; exact for any tile
triangle_attention_bwd_dkdv_triton,triangle_attention/triton/main.py,_attn_bwd_dkdv,BLOCK_M,1,N_CTX,0,token,N_CTX (query rows),no,iterated query loop via block_ptr advance
triangle_attention_bwd_dkdv_triton,triangle_attention/triton/main.py,_attn_bwd_dkdv,BLOCK_N,1,,1,seq,N_CTX (KV blocks),no,grid axis 0; key block owning dk/dv
triangle_attention_bwd_dkdv_triton,triangle_attention/triton/main.py,_attn_bwd_dkdv,BLOCK_D,1,,0,hidden,HEAD_DIM (head dim),yes,static_assert; launcher pins next_pow2(D)
triangle_attention_bwd_dq_triton,triangle_attention/triton/main.py,_attn_bwd_dq,BLOCK_M,1,,1,token,N_CTX (query rows),no,grid axis 0; query block owning dq
triangle_attention_bwd_dq_triton,triangle_attention/triton/main.py,_attn_bwd_dq,BLOCK_N,1,N_CTX,0,seq,N_CTX (KV blocks),no,flash KV loop with block_ptr advance
triangle_attention_bwd_dq_triton,triangle_attention/triton/main.py,_attn_bwd_dq,BLOCK_D,1,,0,hidden,HEAD_DIM (head dim),yes,static_assert; launcher pins next_pow2(D)
trimul_transpose_triton,trimul_inproj/cute/front_sm100.py,_transpose_kernel,BM,0,,1,pair,M (L*L pairs),no,blld -> bdll transpose
trimul_transpose_triton,trimul_inproj/cute/front_sm100.py,_transpose_kernel,BN,0,,1,hidden,N (2*d_pair channel width),no,concatenated left|right channel axis
gated_projection_gate_packed_mmajor_triton,trimul_inproj/cute/front_train_sm100.py,_glu_bdll_kernel,BLK,0,,0,flat,H*M (channels x L*L pairs),no,1-D index decomposed into (channel d pair m)
trimul_outproj_layernorm_gemm_gate_triton,trimul_inproj/triton/back.py,_back_kernel,BM,1,,1,pair,M (L*L pairs),no,only grid axis
trimul_outproj_layernorm_gemm_gate_triton,trimul_inproj/triton/back.py,_back_kernel,BN,1,,0,hidden,N (d_pair output width),no,static_range N-subtiles shrink the live accumulator pair
trimul_outproj_layernorm_gemm_gate_triton,trimul_inproj/triton/back.py,_back_kernel,BK,1,K,0,hidden,K (d_pair),yes,BK>=K picks covering branch: LN row read once else three extra tri reads
trimul_bwd_gate_packed_triton,trimul_inproj/triton/back_fused.py,_dconcat_kernel,BLK,0,,0,flat,DM (H*M),no,flat index split into (channel d pair m)
trimul_bwd_gate_transpose_packed_triton,trimul_inproj/triton/back_fused.py,_dconcat5_kernel,BLK,0,,0,flat,DM (H*M),no,
trimul_bwd_gate_packed_recompute_triton,trimul_inproj/triton/back_fused.py,_dconcat_sig_kernel,BLK,0,,0,flat,DM (H*M),no,
trimul_gemm_gate_mmajor_triton,trimul_inproj/triton/bidirectional.py,_bidir_front_kernel,BM,1,,1,pair,M (L*L pairs),no,sole grid axis
trimul_gemm_gate_mmajor_triton,trimul_inproj/triton/bidirectional.py,_bidir_front_kernel,BK,1,K,0,hidden,K (d_pair input width),no,pointer-advancing K-loop with no k mask
trimul_gemm_gate_mmajor_triton,trimul_inproj/triton/bidirectional.py,_bidir_front_kernel,BN,1,H2,0,hidden,H2 (per-side projection width = 2*d_hidden),yes,full-width BN is one wide GEMM; smaller BN re-reads the whole x tile
trimul_gemm_gate_packed_mmajor_triton,trimul_inproj/triton/front.py,_lr_kernel,BM,1,,0,pair,M (L*L pairs),no,program_id(0) real grid axis
trimul_gemm_gate_packed_mmajor_triton,trimul_inproj/triton/front.py,_lr_kernel,BN,1,,1,hidden,2*D (interleaved gate|proj column axis),no,grid = cdiv(2*D BN)
trimul_gemm_gate_packed_mmajor_triton,trimul_inproj/triton/front.py,_lr_kernel,BK,1,K,0,hidden,K (d_pair),no,GEMM contraction over K=D
trimul_outproj_gemm_sigmoid_triton,trimul_inproj/triton/front.py,_gate_kernel,BM,1,,0,pair,M (L*L pairs),no,program_id(0) real grid axis
trimul_outproj_gemm_sigmoid_triton,trimul_inproj/triton/front.py,_gate_kernel,BN,1,,1,hidden,D (d_pair gate output width),no,
trimul_outproj_gemm_sigmoid_triton,trimul_inproj/triton/front.py,_gate_kernel,BK,1,K,0,hidden,K (d_pair),no,
gated_projection_gate_dropres_triton,trimul_inproj/triton/gate_elem.py,_gate_mul_kernel,BM,0,,0,pair,M (B*L*L pair rows),no,sole grid axis; row-broadcast dropout ds[m%L] proves rows are pairs; extent too large to cover
gated_projection_gate_dropres_triton,trimul_inproj/triton/gate_elem.py,_gate_mul_kernel,BN,0,N,0,hidden,N (d_pair output width),no,in-kernel column loop; pure elementwise so no cross-tile reuse
gated_projection_bwd_gate_dropres_triton,trimul_inproj/triton/gate_elem.py,_gate_elem_bwd_ew_kernel,BM,0,,0,pair,M (B*L*L pair rows),no,sole grid axis; int64 offsets because M overflows int32
gated_projection_bwd_gate_dropres_triton,trimul_inproj/triton/gate_elem.py,_gate_elem_bwd_ew_kernel,BN,0,N,0,hidden,N (d_pair width),no,docstring rejects whole-N: it pinned the register tile and forced power-of-two N
